episode,timestep,reward
1,200,-180.8781
3,400,-204.2373
5,600,-203.345
7,800,-181.0137
9,1000,-139.2784
11,1200,-195.4892
13,1400,-201.3887
15,1600,-122.6706
17,1800,-126.5727
19,2000,-177.5213
21,2200,-153.2434
23,2400,-141.5814
25,2600,-126.2213
27,2800,-127.74
29,3000,-117.8857
31,3200,-113.3484
33,3400,-108.8042
35,3600,-136.1968
37,3800,-112.4194
39,4000,-86.1706
41,4200,-90.6845
43,4400,-98.6004
45,4600,-75.4784
47,4800,-97.1647
49,5000,-75.8789
51,5200,-115.4738
53,5400,-89.6295
55,5600,-77.0688
57,5800,-51.2453
59,6000,-35.2385
61,6200,-46.672
63,6400,-42.0762
65,6600,-23.157
67,6800,-30.6283
69,7000,-34.3573
71,7200,-42.0664
73,7400,-40.1114
75,7600,-40.627
77,7800,-40.8565
79,8000,-25.9876
81,8200,-26.2511
83,8400,-30.9199
85,8600,-23.498
87,8800,-17.9947
89,9000,-16.6826
91,9200,-25.1233
93,9400,-27.0592
95,9600,-19.1635
97,9800,-15.808
99,10000,-20.2933
101,10200,-12.7884
103,10400,-13.5975
105,10600,-15.7141
107,10800,-15.7137
109,11000,-19.6995
111,11200,-12.559
113,11400,-20.4556
115,11600,-15.6311
117,11800,-17.8726
119,12000,-18.7185
121,12200,-24.6081
123,12400,-14.8498
125,12600,-15.7437
127,12800,-16.8642
129,13000,-13.1547
131,13200,-15.0636
133,13400,-20.1472
135,13600,-13.3471
137,13800,-15.84
139,14000,-15.2925
141,14200,-13.9639
143,14400,-14.4817
145,14600,-14.3568
147,14800,-12.645
149,15000,-12.6773
151,15200,-15.9619
153,15400,-14.0172
155,15600,-11.3169
157,15800,-17.5131
159,16000,-16.5182
161,16200,-13.7555
163,16400,-11.1287
165,16600,-12.7731
167,16800,-12.8609
169,17000,-11.9107
171,17200,-18.5031
173,17400,-15.0245
175,17600,-21.1707
177,17800,-17.6757
179,18000,-12.6021
181,18200,-8.8123
183,18400,-16.8423
185,18600,-13.0954
187,18800,-9.4041
189,19000,-10.716
191,19200,-12.2597
193,19400,-15.2872
195,19600,-14.2767
197,19800,-14.5471
199,20000,-10.9639
201,20200,-18.4588
203,20400,-15.0897
205,20600,-13.484
207,20800,-15.3207
209,21000,-12.4908
211,21200,-10.0763
213,21400,-14.8667
215,21600,-9.3446
217,21800,-13.8972
219,22000,-10.5176
221,22200,-15.1619
223,22400,-10.1883
225,22600,-12.253
227,22800,-12.7639
229,23000,-12.0265
231,23200,-15.9324
233,23400,-12.4234
235,23600,-15.4127
237,23800,-11.5242
