episode,timestep,reward
4,500,-185.4517
9,1000,-180.2712
14,1500,-164.4331
19,2000,-172.2788
24,2500,-158.2088
29,3000,-145.557
34,3500,-129.6226
39,4000,-134.7787
44,4500,-107.4336
49,5000,-120.9098
54,5500,-104.783
59,6000,-101.7333
64,6500,-94.8074
69,7000,-94.1228
74,7500,-74.667
79,8000,-68.9968
84,8500,-69.0882
89,9000,-54.6354
94,9500,-58.8723
99,10000,-54.3855
104,10500,-34.7095
109,11000,-38.8605
114,11500,-36.9869
119,12000,-30.777
124,12500,-30.8719
129,13000,-32.4864
134,13500,-24.6098
139,14000,-19.6842
144,14500,-19.8262
149,15000,-19.2407
154,15500,-16.3049
159,16000,-16.0419
164,16500,-17.0258
169,17000,-18.885
174,17500,-17.5317
179,18000,-15.7389
184,18500,-17.1475
189,19000,-16.3816
194,19500,-12.6842
199,20000,-14.1027
204,20500,-12.0188
209,21000,-12.9933
214,21500,-12.4543
219,22000,-13.5279
224,22500,-12.0267
229,23000,-16.2348
234,23500,-14.1809
239,24000,-13.1921
244,24500,-16.406
249,25000,-12.4068
254,25500,-11.7184
259,26000,-14.7799
264,26500,-10.4942
269,27000,-13.5191
274,27500,-13.0737
279,28000,-13.5052
284,28500,-12.1749
289,29000,-10.5998
294,29500,-14.2926
299,30000,-12.6659
304,30500,-13.275
309,31000,-12.4227
314,31500,-13.0096
319,32000,-12.4572
324,32500,-13.2209
329,33000,-11.8905
334,33500,-12.6525
339,34000,-10.0006
344,34500,-13.1744
349,35000,-17.115
354,35500,-11.3452
359,36000,-12.4339
364,36500,-10.6376
369,37000,-10.6542
374,37500,-11.2054
379,38000,-11.3984
384,38500,-10.6109
389,39000,-11.8484
394,39500,-14.8649
399,40000,-11.6198
404,40500,-10.3056
409,41000,-12.6135
414,41500,-10.2313
419,42000,-11.403
424,42500,-12.4037
429,43000,-10.2132
434,43500,-12.1371
439,44000,-11.3287
444,44500,-9.4453
449,45000,-8.5763
454,45500,-10.5879
459,46000,-11.6262
464,46500,-9.5324
469,47000,-14.2792
474,47500,-12.7787
479,48000,-11.2244
484,48500,-9.9266
489,49000,-10.4635
494,49500,-9.9214
499,50000,-10.9954
504,50500,-10.3618
509,51000,-11.9814
514,51500,-9.7206
519,52000,-9.0138
524,52500,-11.5331
529,53000,-10.505
534,53500,-8.8729
539,54000,-8.7271
544,54500,-10.3814
549,55000,-10.0927
554,55500,-10.8097
559,56000,-10.9348
564,56500,-10.0449
569,57000,-11.8536
574,57500,-10.8755
579,58000,-9.5529
584,58500,-11.729
589,59000,-10.9575
594,59500,-10.2301
599,60000,-9.6968
604,60500,-8.7963
609,61000,-9.0749
614,61500,-8.908
619,62000,-9.399
624,62500,-9.945
629,63000,-10.1693
634,63500,-9.7855
639,64000,-8.6507
644,64500,-9.9349
649,65000,-9.1492
654,65500,-9.994
659,66000,-10.9822
664,66500,-10.7434
669,67000,-8.3755
674,67500,-8.0979
679,68000,-9.6672
684,68500,-10.2016
689,69000,-8.7068
694,69500,-9.4137
699,70000,-9.8565
704,70500,-8.3823
709,71000,-10.5192
714,71500,-7.738
719,72000,-9.5319
724,72500,-8.1097
729,73000,-9.1734
734,73500,-8.7937
739,74000,-7.6758
744,74500,-8.797
749,75000,-8.2546
754,75500,-8.0855
759,76000,-9.5992
764,76500,-8.0926
769,77000,-8.3031
774,77500,-7.4562
779,78000,-9.0825
784,78500,-7.9178
789,79000,-8.3548
794,79500,-8.5598
799,80000,-8.6534
804,80500,-7.278
809,81000,-8.9306
814,81500,-8.2659
819,82000,-7.53
824,82500,-7.8894
829,83000,-7.807
834,83500,-7.5846
839,84000,-7.6638
844,84500,-8.4546
849,85000,-7.7946
854,85500,-7.4928
859,86000,-7.8292
864,86500,-8.3632
869,87000,-7.6652
874,87500,-7.9551
879,88000,-8.2126
884,88500,-8.2032
889,89000,-7.3339
894,89500,-8.3087
899,90000,-6.9109
904,90500,-8.3598
909,91000,-7.5785
914,91500,-7.5336
919,92000,-7.7519
924,92500,-7.6992
929,93000,-7.8626
934,93500,-8.178
939,94000,-7.6708
944,94500,-7.5853
949,95000,-7.4753
954,95500,-8.0216
959,96000,-8.1726
964,96500,-7.683
969,97000,-8.4205
974,97500,-7.1055
979,98000,-8.569
984,98500,-7.881
989,99000,-7.7083
994,99500,-7.2912
999,100000,-8.611
1004,100500,-7.5704
1009,101000,-7.7762
1014,101500,-7.321
1019,102000,-8.3219
1024,102500,-8.1814
1029,103000,-7.9709
1034,103500,-7.8471
1039,104000,-7.9941
1044,104500,-7.7721
1049,105000,-7.4168
1054,105500,-7.6706
1059,106000,-8.0087
1064,106500,-7.7168
1069,107000,-7.4937
1074,107500,-8.0967
1079,108000,-8.0111
1084,108500,-7.9887
1089,109000,-7.912
1094,109500,-7.3906
1099,110000,-7.6315
1104,110500,-7.4953
1109,111000,-7.4071
1114,111500,-7.6334
1119,112000,-7.8943
1124,112500,-8.2905
1129,113000,-7.235
1134,113500,-7.818
1139,114000,-7.6126
1144,114500,-7.3146
1149,115000,-7.6402
1154,115500,-8.0181
1159,116000,-7.926
1164,116500,-8.0156
1169,117000,-7.62
1174,117500,-6.6342
1179,118000,-7.9857
1184,118500,-7.4116
1189,119000,-8.2181
1194,119500,-8.2959
1199,120000,-7.9608
1204,120500,-7.6137
1209,121000,-7.9113
1214,121500,-7.6189
1219,122000,-7.9447
1224,122500,-8.1106
1229,123000,-7.2153
1234,123500,-7.5022
1239,124000,-7.3959
1244,124500,-7.6146
1249,125000,-7.2707
1254,125500,-7.2659
1259,126000,-7.0195
1264,126500,-7.398
1269,127000,-7.2267
1274,127500,-7.035
1279,128000,-8.0649
1284,128500,-7.7727
1289,129000,-7.3583
1294,129500,-7.2163
1299,130000,-7.5961
1304,130500,-7.1302
1309,131000,-7.4952
1314,131500,-7.8647
1319,132000,-7.1026
1324,132500,-7.3017
1329,133000,-7.7765
1334,133500,-7.1062
1339,134000,-7.9127
1344,134500,-7.7103
1349,135000,-7.4296
1354,135500,-7.1091
1359,136000,-7.321
1364,136500,-7.8842
1369,137000,-7.3766
1374,137500,-7.6968
1379,138000,-7.3284
1384,138500,-7.0711
1389,139000,-7.4846
1394,139500,-7.6403
1399,140000,-7.3692
1404,140500,-7.7035
1409,141000,-7.6291
1414,141500,-7.5077
1419,142000,-7.367
1424,142500,-7.3392
1429,143000,-7.4828
1434,143500,-7.3741
1439,144000,-7.2867
1444,144500,-7.0793
1449,145000,-7.5979
1454,145500,-7.2163
1459,146000,-7.3239
1464,146500,-7.3395
1469,147000,-7.4305
1474,147500,-7.8051
1479,148000,-7.18
1484,148500,-8.1672
1489,149000,-6.8442
1494,149500,-7.1876
1499,150000,-7.4423
1504,150500,-7.3503
1509,151000,-7.2062
1514,151500,-7.204
1519,152000,-7.5253
1524,152500,-7.6171
1529,153000,-7.6415
1534,153500,-7.8452
1539,154000,-7.1744
1544,154500,-7.1996
1549,155000,-7.7125
1554,155500,-7.4113
1559,156000,-7.1211
1564,156500,-7.5296
1569,157000,-7.7633
1574,157500,-7.1676
1579,158000,-7.3839
1584,158500,-7.0336
1589,159000,-7.4617
1594,159500,-7.5224
1599,160000,-7.2219
1604,160500,-7.2769
1609,161000,-7.5683
1614,161500,-7.4683
1619,162000,-7.2623
1624,162500,-7.4543
1629,163000,-7.27
1634,163500,-7.4953
1639,164000,-7.5754
1644,164500,-7.3719
1649,165000,-7.5062
1654,165500,-7.4406
1659,166000,-7.6203
1664,166500,-7.7592
1669,167000,-7.488
1674,167500,-7.093
1679,168000,-7.5803
1684,168500,-7.3075
1689,169000,-7.4607
1694,169500,-6.627
1699,170000,-7.5108
1704,170500,-7.7332
1709,171000,-7.5128
1714,171500,-7.1609
1719,172000,-7.6222
1724,172500,-7.3128
1729,173000,-7.3443
1734,173500,-7.6817
1739,174000,-7.1372
1744,174500,-7.3687
1749,175000,-7.8127
1754,175500,-7.3085
1759,176000,-7.009
1764,176500,-7.4431
1769,177000,-7.7936
1774,177500,-7.5059
1779,178000,-7.5615
1784,178500,-6.865
1789,179000,-7.2966
1794,179500,-7.5046
1799,180000,-7.1946
1804,180500,-7.1453
1809,181000,-7.5696
1814,181500,-7.1844
1819,182000,-6.953
1824,182500,-7.6445
1829,183000,-7.886
1834,183500,-7.4208
1839,184000,-7.3576
1844,184500,-7.0741
1849,185000,-7.5475
1854,185500,-7.8599
1859,186000,-7.0405
1864,186500,-6.8849
1869,187000,-7.5284
1874,187500,-7.1395
1879,188000,-7.8459
1884,188500,-7.2169
1889,189000,-7.1649
1894,189500,-7.6299
1899,190000,-7.0849
1904,190500,-7.8661
1909,191000,-7.5674
1914,191500,-7.1159
1919,192000,-7.5195
1924,192500,-7.1314
1929,193000,-7.5679
1934,193500,-7.65
1939,194000,-7.4272
1944,194500,-7.421
1949,195000,-7.7694
1954,195500,-7.5066
1959,196000,-6.9783
1964,196500,-7.0541
1969,197000,-7.62
1974,197500,-7.3557
1979,198000,-7.8776
1984,198500,-7.0362
1989,199000,-7.5341
1994,199500,-7.4606
1999,200000,-6.8213
2004,200500,-7.4509
2009,201000,-7.2334
2014,201500,-7.2839
2019,202000,-7.0953
2024,202500,-7.6047
2029,203000,-7.5212
2034,203500,-7.6502
2039,204000,-7.1597
2044,204500,-7.2836
2049,205000,-7.0578
2054,205500,-7.2635
2059,206000,-7.1962
2064,206500,-7.5045
2069,207000,-7.2472
2074,207500,-7.4238
2079,208000,-7.2533
2084,208500,-7.5469
2089,209000,-7.4388
2094,209500,-7.8787
2099,210000,-7.6388
2104,210500,-7.0868
2109,211000,-7.0137
2114,211500,-7.589
2119,212000,-7.7748
2124,212500,-7.6303
2129,213000,-7.8855
2134,213500,-7.4762
2139,214000,-7.4158
2144,214500,-7.2388
2149,215000,-7.208
2154,215500,-6.9311
2159,216000,-7.2596
2164,216500,-7.6616
2169,217000,-7.1456
2174,217500,-7.6405
2179,218000,-7.6816
2184,218500,-7.2358
2189,219000,-7.5483
2194,219500,-7.0587
2199,220000,-7.5118
2204,220500,-7.4344
2209,221000,-7.1035
2214,221500,-6.9551
2219,222000,-7.2101
2224,222500,-7.7795
2229,223000,-7.4002
2234,223500,-6.8836
2239,224000,-7.3485
2244,224500,-6.821
2249,225000,-7.233
2254,225500,-7.3399
2259,226000,-7.6673
2264,226500,-7.0935
2269,227000,-6.7984
2274,227500,-7.3258
2279,228000,-7.0707
2284,228500,-7.3421
2289,229000,-7.1283
2294,229500,-7.5465
2299,230000,-7.042
2304,230500,-6.8521
2309,231000,-7.184
2314,231500,-7.3008
2319,232000,-7.5937
2324,232500,-6.8777
2329,233000,-7.3983
2334,233500,-7.4968
2339,234000,-7.2683
2344,234500,-7.2433
2349,235000,-7.4743
2354,235500,-7.2167
2359,236000,-7.47
2364,236500,-7.6273
2369,237000,-7.396
2374,237500,-7.4967
2379,238000,-7.197
2384,238500,-7.5253
2389,239000,-7.5119
2394,239500,-7.4796
2399,240000,-7.1653
2404,240500,-7.2943
2409,241000,-7.655
2414,241500,-7.2499
2419,242000,-7.3821
2424,242500,-7.0174
2429,243000,-7.861
2434,243500,-7.0649
2439,244000,-8.033
2444,244500,-7.52
2449,245000,-7.2866
2454,245500,-7.0843
2459,246000,-7.07
2464,246500,-7.1173
2469,247000,-7.3853
2474,247500,-7.3523
2479,248000,-7.1905
2484,248500,-7.4323
2489,249000,-7.2598
2494,249500,-7.0977
2499,250000,-7.855
2504,250500,-7.3265
2509,251000,-7.3208
2514,251500,-7.4284
2519,252000,-7.3096
2524,252500,-7.0299
2529,253000,-7.4508
2534,253500,-7.1002
2539,254000,-7.262
2544,254500,-7.1842
2549,255000,-7.2837
2554,255500,-7.6744
2559,256000,-7.6591
2564,256500,-7.7384
2569,257000,-7.2088
2574,257500,-7.8493
2579,258000,-7.2295
2584,258500,-7.5188
2589,259000,-7.4333
2594,259500,-7.1243
2599,260000,-7.5073
2604,260500,-7.6949
2609,261000,-7.7326
2614,261500,-7.3582
2619,262000,-8.1825
2624,262500,-7.0733
2629,263000,-7.501
2634,263500,-7.3185
2639,264000,-7.2644
2644,264500,-7.4771
2649,265000,-7.5813
